what,kind,bundleId,bundleVersion,description,time
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1496330055239
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496330055954
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496330056853
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496330056938
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496330065049
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496330068768
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496330070468
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1496330072382
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1496330074897
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496330079031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496330079263
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1496330081079
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496330082363
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496330082810
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496330086138
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1496330089520
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496330142901
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1496330144254
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1496330148364
